estimate_sex_and_age_total_population,estimate_sex_and_age_total_population_male,estimate_sex_and_age_total_population_female,estimate_sex_and_age_under_5_years,estimate_sex_and_age_5_to_9_years,estimate_sex_and_age_10_to_14_years,estimate_sex_and_age_15_to_19_years,estimate_sex_and_age_20_to_24_years,estimate_sex_and_age_25_to_34_years,estimate_sex_and_age_35_to_44_years,estimate_sex_and_age_45_to_54_years,estimate_sex_and_age_55_to_59_years,estimate_sex_and_age_60_to_64_years,estimate_sex_and_age_65_to_74_years,estimate_sex_and_age_75_to_84_years,estimate_sex_and_age_85_years_and_over,estimate_sex_and_age_median_age_(years),estimate_sex_and_age_18_years_and_over,estimate_sex_and_age_21_years_and_over,estimate_sex_and_age_62_years_and_over,estimate_sex_and_age_65_years_and_over,estimate_sex_and_age_18_years_and_over,estimate_sex_and_age_18_years_and_over_male,estimate_sex_and_age_18_years_and_over_female,estimate_sex_and_age_65_years_and_over,estimate_sex_and_age_65_years_and_over_male,estimate_sex_and_age_65_years_and_over_female,estimate_race_total_population,estimate_race_total_population_one_race,estimate_race_total_population_two_or_more_races,estimate_race_one_race,estimate_race_one_race_white,estimate_race_one_race_black_or_african_american,estimate_race_one_race_american_indian_and_alaska_native,estimate_race_one_race_american_indian_and_alaska_native_cherokee_tribal_grouping,estimate_race_one_race_american_indian_and_alaska_native_chippewa_tribal_grouping,estimate_race_one_race_american_indian_and_alaska_native_navajo_tribal_grouping,estimate_race_one_race_american_indian_and_alaska_native_sioux_tribal_grouping,estimate_race_one_race_asian,estimate_race_one_race_asian_asian_indian,estimate_race_one_race_asian_chinese,estimate_race_one_race_asian_filipino,estimate_race_one_race_asian_japanese,estimate_race_one_race_asian_korean,estimate_race_one_race_asian_vietnamese,estimate_race_one_race_asian_other_asian,estimate_race_one_race_native_hawaiian_and_other_pacific_islander,estimate_race_one_race_native_hawaiian_and_other_pacific_islander_native_hawaiian,estimate_race_one_race_native_hawaiian_and_other_pacific_islander_guamanian_or_chamorro,estimate_race_one_race_native_hawaiian_and_other_pacific_islander_samoan,estimate_race_one_race_native_hawaiian_and_other_pacific_islander_other_pacific_islander,estimate_race_one_race_some_other_race,estimate_race_two_or_more_races,estimate_race_two_or_more_races_white_and_black_or_african_american,estimate_race_two_or_more_races_white_and_american_indian_and_alaska_native,estimate_race_two_or_more_races_white_and_asian,estimate_race_two_or_more_races_black_or_african_american_and_american_indian_and_alaska_native,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_white,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_black_or_african_american,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_american_indian_and_alaska_native,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_asian,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_native_hawaiian_and_other_pacific_islander,estimate_race_race_alone_or_in_combination_with_one_or_more_other_races_total_population_some_other_race,estimate_hispanic_or_latino_and_race_total_population,estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race),estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race)_mexican,estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race)_puerto_rican,estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race)_cuban,estimate_hispanic_or_latino_and_race_total_population_hispanic_or_latino_(of_any_race)_other_hispanic_or_latino,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_white_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_black_or_african_american_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_american_indian_and_alaska_native_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_asian_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_native_hawaiian_and_other_pacific_islander_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_some_other_race_alone,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_two_or_more_races,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_two_or_more_races_two_races_including_some_other_race,estimate_hispanic_or_latino_and_race_total_population_not_hispanic_or_latino_two_or_more_races_two_races_excluding_some_other_race_and_three_or_more_races,estimate_total_housing_units,estimate_citizen_voting_age_population_citizen_18_and_over_population,estimate_citizen_voting_age_population_citizen_18_and_over_population_male,estimate_citizen_voting_age_population_citizen_18_and_over_population_female,geography,geographic_area_name,Year,fips
1022769,502603,520166,96.6,58838,59809,60490,70563,88636,128248,116606,114177,65540,63339,112598,60217,23708,38.5,217019,831330,805750,751704,234639,196523,805750,392765,412985,95.1,196523,89207,107316,83.1,1022769,970874,51895,970874,779589,35898,42875,0,0,0,0,29936,4359,7342,5312,1647,3009,4836,3431,1639,N,N,N,N,80937,51895,8408,12197,9168,1523,1022769,820476,49008,64878,42444,4038,96972,1022769,381290,340461,8098,3376,29355,641479,529053,33277,27124,28150,1428,736,21711,730,310M300US46060,"Tucson, AZ Metro Area",2017,46060
103235,50814,52421,96.9,6105,5846,7158,6746,6356,11803,13025,13115,8461,6084,10823,6112,1601,41.0,22897,83336,80338,76278,21864,18536,80338,39454,40884,96.5,18536,8120,10416,78.0,103235,100151,3084,100151,93788,3990,115,0,0,0,0,1004,N,N,N,N,N,N,N,0,N,N,N,N,1254,3084,382,1412,1116,0,103235,96755,4489,1532,2237,N,1306,103235,3774,N,N,N,N,99461,91455,3990,115,1004,0,0,2897,52,310M300US46100,"Tullahoma-Manchester, TN Micro Area",2017,46100
990773,485621,505152,96.1,66871,67617,70004,66915,60825,136492,124682,122833,65661,60542,87674,43831,16826,37.0,246384,771807,744389,706924,184399,148331,744389,359626,384763,93.5,148331,64763,83568,77.5,990773,916397,74376,916397,705037,80216,76387,0,0,0,0,26045,2154,3646,2314,265,3115,4048,10503,1075,N,N,N,N,27637,74376,8219,48032,2957,6319,990773,770890,98969,134980,31585,2668,30942,990773,98022,76614,3282,949,17177,892751,643200,79166,74629,24937,1075,2311,67433,350,310M300US46140,"Tulsa, OK Metro Area",2017,46140
140081,68171,71910,94.8,9674,9493,10826,11893,8283,16708,18304,17109,9428,8341,11124,5903,2995,37.1,37228,107025,102853,95439,24488,20022,102853,49197,53656,91.7,20022,8846,11176,79.2,140081,139154,927,139154,102786,33457,228,0,0,0,0,860,N,N,N,N,N,N,N,0,N,N,N,N,1823,927,N,N,N,N,140081,103563,33987,591,999,N,1868,140081,4709,N,N,N,N,135372,100250,33234,228,860,0,21,779,0,310M300US46180,"Tupelo, MS Micro Area",2017,46180
242279,116688,125591,92.9,14743,15160,11856,24216,22062,35130,27796,27750,13599,16714,21030,8830,3393,34.1,50398,197455,191881,171901,43550,33253,191881,91083,100798,90.4,33253,14215,19038,74.7,242279,239403,2876,239403,149146,83567,755,0,0,0,0,3629,1104,415,628,44,280,68,1090,115,N,N,N,N,2191,2876,N,N,N,N,242279,151745,84371,2075,3974,191,2822,242279,8700,6706,672,0,1322,233579,143957,83328,88,3629,115,152,2310,229,310M300US46220,"Tuscaloosa, AL Metro Area",2017,46220
110483,54404,56079,97.0,8676,8195,10758,7374,5950,14903,15509,11364,6358,5833,8928,4385,2250,34.5,32227,81642,78256,73894,18832,15563,78256,38325,39931,96.0,15563,7325,8238,88.9,110483,108673,1810,108673,102523,830,322,0,0,0,0,2083,N,N,N,N,N,N,N,231,N,N,N,N,2684,1810,N,N,N,N,110483,104260,1169,993,2841,N,2823,110483,23562,21176,84,0,2302,86921,N,N,N,N,N,N,N,N,310M300US46300,"Twin Falls, ID Micro Area",2017,46300
227727,109666,118061,92.9,15956,14219,16522,17127,15366,28702,28016,26923,13919,14058,20472,12668,3779,37.5,56044,178028,171683,160510,45484,36919,171683,81175,90508,89.7,36919,16187,20732,78.1,227727,223720,4007,223720,176821,39238,591,0,0,0,0,4101,N,N,N,N,N,N,N,0,N,N,N,N,2969,4007,1990,924,201,69,227727,180397,41747,1951,4302,N,3603,227727,44741,N,N,N,N,182986,135477,38874,546,4101,0,508,3480,261,310M300US46340,"Tyler, TX Metro Area",2017,46340
88018,43723,44295,98.7,5141,5428,5172,4738,4706,10706,10288,10081,7090,5661,12039,4764,2204,42.7,18921,71299,69097,66574,22931,19007,69097,34011,35086,96.9,19007,8930,10077,88.6,88018,83337,4681,83337,72964,775,3574,0,0,0,0,1796,N,N,N,N,N,N,N,289,N,N,N,N,3939,4681,639,2443,601,67,88018,77087,1536,6804,2854,449,4282,88018,22335,19928,331,0,2076,65683,57034,775,2462,1796,289,102,3225,69,310M300US46380,"Ukiah, CA Micro Area",2017,46380
988650,498379,490271,101.7,63485,56693,58069,52929,71550,152516,125019,120213,62639,54849,92855,49488,28345,37.9,209809,800748,778841,745821,203171,170688,778841,390406,388435,100.5,170688,74953,95735,78.3,988650,766307,222343,766307,205761,21039,1338,0,0,0,0,427510,1795,50799,153424,136267,25885,12660,46680,97078,50925,1829,12183,32141,13581,222343,9858,4774,47954,692,988650,376884,42238,20632,599104,241203,27518,988650,97824,27975,31268,1752,36829,890826,179834,20411,975,417102,88248,922,183334,1688,310M300US46520,"Urban Honolulu, HI Metro Area",2017,46520
293572,145751,147821,98.6,16523,17725,17376,19884,17594,36275,30730,40552,23272,18792,30304,16001,8544,41.8,62123,238740,231449,217840,66434,54849,231449,114203,117246,97.4,54849,24121,30728,78.5,293572,288380,5192,288380,256831,15119,712,0,0,0,0,11145,N,N,N,N,N,N,N,38,N,N,N,N,4535,5192,1901,825,885,123,293572,261469,17852,1965,12420,N,5447,293572,14721,1621,9787,173,3140,278851,247849,14960,645,11145,25,95,4132,241,310M300US46540,"Utica-Rome, NY Metro Area",2017,46540
145871,72821,73050,99.7,11015,8033,10554,11543,16247,20898,16994,16090,9418,7286,10015,6454,1324,32.0,35485,114019,110386,101601,21866,17793,110386,53517,56869,94.1,17793,7559,10234,73.9,145871,142607,3264,142607,83712,50809,523,0,0,0,0,2665,N,N,N,N,N,N,N,197,N,N,N,N,4701,3264,937,803,175,262,145871,85923,52905,2253,3122,N,5400,145871,8104,3723,1437,1716,1228,137767,81323,50697,486,2665,197,87,2312,55,310M300US46660,"Valdosta, GA Metro Area",2017,46660
445458,221435,224023,98.8,26770,27309,28217,26995,29530,65557,55779,57436,28611,31971,41315,18839,7129,37.8,99059,357938,346399,329128,84934,67283,346399,170877,175522,97.4,67283,30054,37229,80.7,445458,415441,30017,415441,233792,60377,1951,0,0,0,0,70763,8038,6178,46154,1869,1228,3656,3640,4314,495,1391,501,1927,44244,30017,7341,3445,6447,379,445458,257704,73952,7503,84017,7937,49179,445458,118198,94785,3685,856,18872,327260,168646,59298,1080,69578,4091,1783,22784,817,310M300US46700,"Vallejo-Fairfield, CA Metro Area",2017,46700
100228,49919,50309,99.2,7690,7312,7046,6364,6648,13221,11964,11219,6155,5746,9615,5146,2102,36.5,25838,77376,74390,70113,20217,16863,74390,36049,38341,94.0,16863,7478,9385,79.7,100228,98080,2148,98080,88281,6458,519,0,0,0,0,415,N,N,N,N,N,N,N,0,N,N,N,N,2407,2148,N,N,N,N,100228,90347,7248,N,1497,N,2558,100228,45846,N,N,N,N,54382,N,N,N,N,N,N,N,N,310M300US47020,"Victoria, TX Metro Area",2017,47020
152538,78043,74495,104.8,9879,11421,8612,9539,9940,20219,21110,20265,9045,9644,12913,6779,3172,37.9,35909,121146,116629,109942,28225,22864,116629,60025,56604,106.0,22864,9902,12962,76.4,152538,148838,3700,148838,107450,31131,1569,0,0,0,0,2386,N,N,N,N,N,N,N,199,N,N,N,N,6103,3700,1948,161,151,404,152538,110629,33801,2335,2537,N,6915,152538,46911,15873,24541,544,5953,105627,70427,29125,1296,2386,0,154,2239,82,310M300US47220,"Vineland-Bridgeton, NJ Metro Area",2017,47220
1724388,849602,874786,97.1,105569,104349,109055,110771,142416,262729,209768,215537,111499,107345,145897,70335,29118,36.1,382238,1381058,1342150,1266107,306697,245350,1342150,654546,687604,95.2,245350,106950,138400,77.3,1724388,1644042,80346,1644042,1009967,529075,5217,0,0,0,0,66623,11217,6554,29735,3011,5322,4933,5851,1366,N,N,N,N,31794,80346,30237,7113,19462,4280,1724388,1079215,576061,22414,94993,3800,38281,1724388,117094,41290,30498,5811,39495,1607294,946888,518120,4069,64844,816,5098,67459,1613,310M300US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",2017,47260
464493,232455,232038,100.2,38472,40560,41739,36134,33580,66334,57893,51551,26327,20971,30781,13177,6974,30.9,143725,335280,320768,299769,62161,50932,320768,159290,161478,98.6,50932,23014,27918,82.4,464493,446512,17981,446512,352858,7240,5390,0,0,0,0,14085,725,1099,8367,598,146,12,3138,428,N,N,N,N,66511,17981,1434,4062,4806,223,464493,369226,9670,10487,20488,1131,72863,464493,300646,290992,943,418,8293,163847,131717,6308,3058,13483,334,559,8388,421,310M300US47300,"Visalia-Porterville, CA Metro Area",2017,47300
267554,130235,137319,94.8,18646,18233,17043,21601,27281,35402,30555,29387,15118,15450,22188,11410,5240,33.9,65362,210111,202192,186871,47631,38838,202192,97038,105154,92.3,38838,17034,21804,78.1,267554,263653,3901,263653,206648,40842,1939,0,0,0,0,4383,1276,722,874,0,364,138,1009,44,N,N,N,N,9797,3901,807,1229,430,0,267554,210140,42433,3799,4997,N,10680,267554,69796,61291,1992,167,6346,197758,148137,40324,437,4383,44,1447,2986,182,310M300US47380,"Waco, TX Metro Area",2017,47380
64831,33726,31105,108.4,2711,4002,4362,4841,5629,8134,8257,6991,4220,4499,6338,2754,2093,37.7,13296,52720,51535,47580,13900,11185,51535,26649,24886,107.1,11185,5005,6180,81.0,64831,61619,3212,61619,55571,992,220,0,0,0,0,532,N,N,N,N,N,N,N,2,N,N,N,N,4302,3212,565,948,885,170,64831,58542,2011,1469,1488,353,4448,64831,13326,11353,544,152,1277,51505,47306,918,84,532,2,0,2663,68,310M300US47460,"Walla Walla, WA Metro Area",2017,47460
192766,92959,99807,93.1,12596,11805,13075,15124,10969,28789,25572,24754,12763,11411,15644,8644,1620,36.4,46138,151796,146628,136987,31577,25908,146628,68697,77931,88.2,25908,11079,14829,74.7,192766,185799,6967,185799,116730,62939,460,0,0,0,0,4322,N,N,N,N,N,N,N,0,N,N,N,N,1348,6967,3876,437,1654,101,192766,123316,67196,998,6165,N,2058,192766,12842,4909,2427,1551,3955,179924,106845,62701,379,4322,0,0,5677,0,310M300US47580,"Warner Robins, GA Metro Area",2017,47580
79206,40231,38975,103.2,4902,5307,5064,5677,5216,11012,8293,10206,6543,4272,7551,3876,1287,38.2,18888,62373,60318,57035,15591,12714,60318,30035,30283,99.2,12714,5820,6894,84.4,79206,77646,1560,77646,74913,355,73,0,0,0,0,1141,N,N,N,N,N,N,N,60,N,N,N,N,1104,1560,836,125,187,0,79206,76398,1266,198,1328,N,1362,79206,6325,N,N,N,N,72881,69815,355,73,1141,60,0,1437,135,310M300US47700,"Warsaw, IN Micro Area",2017,47700
6216710,3042042,3174668,95.8,400517,390534,403096,387605,391937,933289,895978,875716,405988,347102,477519,218716,88713,37.1,1429710,4943954,4787000,4560018,983080,784948,4787000,2311316,2475684,93.4,784948,344708,440240,78.3,6216710,5958885,257825,5958885,3284121,1574262,21508,0,0,0,0,639707,168342,116984,66192,11856,90585,60828,124920,3063,473,1616,435,539,436224,257825,70557,15696,81841,8917,6216710,3501193,1693297,64694,753359,14970,476584,6216710,982809,140612,67027,20582,754588,5233901,2810616,1542751,13342,634707,2733,23745,206007,10335,310M300US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",2017,47900
169892,83421,86471,96.5,10282,9582,10980,12572,17532,20980,18682,19617,10440,10723,15584,9619,3299,36.8,37081,137007,132811,123058,34934,28502,132811,64403,68408,94.1,28502,12756,15746,81.0,169892,165992,3900,165992,148576,12312,175,0,0,0,0,3442,N,N,N,N,N,N,N,282,N,N,N,N,1205,3900,2588,371,307,355,169892,151971,15410,970,3862,344,N,169892,5996,N,N,N,N,163896,144276,12199,175,3442,232,0,3572,0,310M300US47940,"Waterloo-Cedar Falls, IA Metro Area",2017,47940
84832,42341,42491,99.6,4230,4531,5920,6602,4637,10167,10692,12139,6942,5107,8268,3698,1899,40.9,18045,69147,66787,62571,16617,13865,66787,32935,33852,97.3,13865,6331,7534,84.0,84832,83103,1729,83103,80127,821,83,0,0,0,0,560,N,N,N,N,N,N,N,31,N,N,N,N,1481,1729,472,625,324,0,84832,81710,1346,799,1068,N,1624,84832,6059,N,N,N,N,78773,76028,668,13,560,0,29,1475,0,310M300US48020,"Watertown-Fort Atkinson, WI Micro Area",2017,48020
114187,60129,54058,111.2,8847,7918,6592,6759,11828,19092,12681,13110,6682,5737,8750,4281,1910,32.4,27173,89798,87014,81696,18377,14941,87014,46435,40579,114.4,14941,6737,8204,82.1,114187,109698,4489,109698,98132,7565,664,0,0,0,0,1591,N,N,N,N,N,N,N,293,N,N,N,N,1453,4489,1655,352,1211,211,114187,101949,10366,1368,3428,500,1809,114187,8663,3159,2500,152,2852,105524,92899,6942,646,1451,214,0,3372,0,310M300US48060,"Watertown-Fort Drum, NY Metro Area",2017,48060
135732,68099,67633,100.7,8097,8984,8730,8151,7951,16146,16710,18432,10689,8839,13065,6921,3017,40.5,31229,108237,104503,99947,28105,23003,104503,52350,52153,100.4,23003,10603,12400,85.5,135732,133833,1899,133833,122343,1433,448,0,0,0,0,8034,N,N,N,N,N,N,N,0,N,N,N,N,1575,1899,279,679,500,0,135732,124000,1973,1360,8606,N,1859,135732,3914,N,N,N,N,131818,120169,1386,371,8034,0,243,1615,0,310M300US48140,"Wausau, WI Metro Area",2017,48140
119664,58607,61057,96.0,6276,4736,8566,7268,6682,13166,14505,14766,9145,9711,14069,7498,3276,44.5,23471,98575,96193,91484,30941,24843,96193,45953,50240,91.5,24843,11055,13788,80.2,119664,117274,2390,117274,111046,5242,70,0,0,0,0,515,N,N,N,N,N,N,N,280,N,N,N,N,121,2390,N,N,N,N,119664,113415,7074,545,687,N,N,119664,1433,N,N,N,N,118231,109769,5123,70,515,280,84,2390,45,310M300US48260,"Weirton-Steubenville, WV-OH Metro Area",2017,48260
118478,59282,59196,100.1,7263,9709,6822,9486,5927,13580,13575,14081,8000,8695,12847,6052,2441,39.4,29181,92893,89297,82991,26366,21340,89297,44382,44915,98.8,21340,9823,11517,85.3,118478,114559,3919,114559,92142,288,939,0,0,0,0,1380,N,N,N,N,N,N,N,130,N,N,N,N,19680,3919,686,872,735,200,118478,95832,1188,2096,2115,N,21092,118478,34853,31690,940,0,2223,83625,78343,288,800,1380,130,130,2554,193,310M300US48300,"Wenatchee, WA Metro Area",2017,48300
141254,70229,71025,98.9,6954,6547,8368,8576,8196,16441,16534,18715,9547,12229,16703,8845,3599,44.0,26668,117739,114586,109184,35995,29147,114586,56441,58145,97.1,29147,12846,16301,78.8,141254,138653,2601,138653,133335,4350,109,0,0,0,0,332,N,N,N,N,N,N,N,0,N,N,N,N,527,2601,N,N,N,N,141254,135624,6037,897,511,N,790,141254,1030,N,N,N,N,140224,132461,4350,108,332,0,388,2585,263,310M300US48540,"Wheeling, WV-OH Metro Area",2017,48540
103082,51536,51546,100.0,5258,5674,6584,7473,9727,11417,10521,14088,8242,6370,10379,5375,1974,40.2,21527,83975,81555,76030,21502,17728,81555,40512,41043,98.7,17728,8211,9517,86.3,103082,99593,3489,99593,95248,880,263,0,0,0,0,483,N,N,N,N,N,N,N,382,N,N,N,N,2337,3489,1343,953,181,0,103082,98688,2223,1451,850,N,3163,103082,11714,N,N,N,N,91368,87782,601,219,483,382,0,1901,85,310M300US48580,"Whitewater-Elkhorn, WI Micro Area",2017,48580
646542,320219,326323,98.1,44986,47892,46707,43753,42414,88895,78405,75508,43378,40060,54699,27538,12307,36.1,167618,497119,478924,455712,117059,94544,478924,235165,243759,96.5,94544,42424,52120,81.4,646542,619038,27504,619038,514845,47789,3611,0,0,0,0,24100,4384,2338,1060,623,1247,8051,6397,659,N,N,N,N,28034,27504,9191,8560,3351,989,646542,540057,61106,15156,29153,1153,30461,646542,84405,72307,1871,1087,9140,562137,464387,45532,2782,23993,81,1347,24015,319,310M300US48620,"Wichita, KS Metro Area",2017,48620
151230,78000,73230,106.5,9556,9373,9750,11862,14433,20785,16898,16783,10001,8743,12925,7427,2694,34.9,34082,120862,117148,107452,27152,23046,117148,60399,56749,106.4,23046,9918,13128,75.5,151230,145855,5375,145855,117219,14219,1887,0,0,0,0,2225,N,N,N,N,N,N,N,88,N,N,N,N,10217,5375,983,1341,1142,0,151230,121901,15757,3797,4105,647,10967,151230,26701,24299,445,63,1894,124529,102781,13634,1209,2027,88,1213,3577,75,310M300US48660,"Wichita Falls, TX Metro Area",2017,48660
113841,56388,57453,98.1,6449,6235,6844,7505,6493,15419,12766,14124,9077,7760,11760,6731,2678,40.6,23346,93181,90495,85442,26061,21169,90495,43795,46700,93.8,21169,9341,11828,79.0,113841,111498,2343,111498,104782,5652,112,0,0,0,0,644,N,N,N,N,N,N,N,0,N,N,N,N,308,2343,1450,429,349,0,113841,107076,7102,590,993,N,357,113841,2293,532,575,0,1186,111548,103237,5619,112,644,0,0,1936,0,310M300US48700,"Williamsport, PA Metro Area",2017,48700
288156,138298,149858,92.3,15241,16502,14624,18740,22586,38217,36307,38492,21223,16670,29860,14436,5258,39.5,56324,239255,231832,216578,59725,49554,231832,109775,122057,89.9,49554,21701,27853,77.9,288156,282221,5935,282221,230232,40223,599,0,0,0,0,3347,N,N,N,N,N,N,N,1124,N,N,N,N,6696,5935,1489,1568,1057,296,288156,234970,42455,2703,5472,N,7288,288156,16999,10213,988,710,5088,271157,220766,39597,405,3244,1124,221,5800,415,310M300US48900,"Wilmington, NC Metro Area",2017,48900
81671,38221,43450,88.0,4738,5019,5849,5358,4754,10636,9143,10458,5737,5792,8416,4139,1632,40.4,18944,64887,62727,59190,18287,14187,62727,29026,33701,86.1,14187,6001,8186,73.3,81671,80543,1128,80543,43072,33216,350,0,0,0,0,648,N,N,N,N,N,N,N,0,N,N,N,N,3257,1128,N,N,N,N,81671,43981,34176,N,N,N,3626,81671,8595,N,N,N,N,73076,37872,33032,350,648,0,604,570,0,310M300US48980,"Wilson, NC Micro Area",2017,48980
139223,68662,70561,97.3,6885,8575,8849,11704,7838,16614,15327,20064,10777,8601,14112,6927,2950,40.6,31313,113091,107910,101764,29561,23989,107910,52706,55204,95.5,23989,11606,12383,93.7,139223,134603,4620,134603,123724,7195,91,0,0,0,0,1398,N,N,N,N,N,N,N,91,N,N,N,N,2104,4620,2238,704,953,181,139223,128163,9676,976,2413,N,2586,139223,12474,N,N,N,N,126749,114402,6964,91,1124,0,30,4138,0,310M300US49020,"Winchester, VA-WV Metro Area",2017,49020
667733,321786,345947,93.0,37728,45427,40246,45655,38532,79864,80731,95284,50491,41525,65349,34904,11997,40.7,150224,537796,517509,489721,138466,112250,517509,244648,272861,89.7,112250,48819,63431,77.0,667733,651506,16227,651506,509976,115694,3050,0,0,0,0,13269,2395,3311,3075,167,467,1077,2777,508,N,N,N,N,9009,16227,5233,5481,1306,1468,667733,523483,123818,10629,15242,903,10727,667733,68323,45233,6187,1197,15706,599410,454882,113132,2549,13125,370,619,14733,379,310M300US49180,"Winston-Salem, NC Metro Area",2017,49180
73126,36211,36915,98.1,4238,4401,4437,4073,3632,8238,8475,9705,6905,4323,8043,4347,2309,42.9,15762,58995,57364,55361,17573,14699,57364,27904,29460,94.7,14699,6503,8196,79.3,73126,71525,1601,71525,68202,297,219,0,0,0,0,1544,N,N,N,N,N,N,N,0,N,N,N,N,1263,1601,N,N,N,N,73126,69803,1018,930,1776,N,1263,73126,2207,N,N,N,N,70919,67247,297,219,1544,0,320,1292,0,310M300US49220,"Wisconsin Rapids-Marshfield, WI Micro Area",2017,49220
116038,57819,58219,99.3,7296,8030,7486,9070,7561,13758,12659,14058,7447,8298,11480,5452,3443,38.4,28184,91552,87854,82451,25314,20375,87854,42982,44872,95.8,20375,9122,11253,81.1,116038,112967,3071,112967,110156,857,97,0,0,0,0,1396,N,N,N,N,N,N,N,78,N,N,N,N,383,3071,N,N,N,N,116038,112764,3083,1079,1503,N,927,116038,2289,N,N,N,N,113749,108794,857,97,1396,78,0,2527,0,310M300US49300,"Wooster, OH Micro Area",2017,49300
942475,464975,477500,97.4,49955,52967,57939,66320,64714,119883,113391,137682,70783,63602,85468,37626,22145,40.5,197921,769782,744554,702024,183257,145239,744554,362792,381762,95.0,145239,64271,80968,79.4,942475,910327,32148,910327,792115,43885,3474,0,0,0,0,42296,15833,8309,1999,505,1695,7139,6816,129,N,N,N,N,28428,32148,15137,3517,4885,40,942475,822013,62201,9846,50100,1741,33075,942475,108294,6426,67177,1518,33173,834181,729042,38087,1797,42075,129,3105,19946,1479,310M300US49340,"Worcester, MA-CT Metro Area",2017,49340
250193,125219,124974,100.2,20593,20113,21671,18778,17221,33648,29034,28378,13785,13290,19334,10187,4161,32.7,74372,184248,175821,163819,40455,33682,175821,87023,88798,98.0,33682,15533,18149,85.6,250193,242068,8125,242068,192331,1484,10379,0,0,0,0,2263,N,N,N,N,N,N,N,65,N,N,N,N,35546,8125,1843,2108,1993,61,250193,199834,3392,13546,4563,359,37234,250193,123693,118727,923,63,3980,126500,107925,1439,9578,2085,65,116,5292,41,310M300US49420,"Yakima, WA Metro Area",2017,49420
446078,220124,225954,97.4,25405,26898,29212,28493,25289,53998,54229,63032,34110,30080,43705,22637,8990,41.2,98853,359279,347225,330584,92303,75332,347225,169496,177729,95.4,75332,33756,41576,81.2,446078,434452,11626,434452,397989,25570,641,0,0,0,0,6951,2184,773,635,29,724,1834,772,302,N,N,N,N,2999,11626,6944,2144,1019,169,446078,409107,33343,3349,8213,N,3731,446078,33584,8036,17712,1023,6813,412494,371924,23613,410,6951,302,461,8833,105,310M300US49620,"York-Hanover, PA Metro Area",2017,49620
541926,265144,276782,95.8,27578,28222,32104,33802,33006,61452,59205,70653,41686,41485,63056,33935,15742,44.3,108512,447183,433414,412351,135534,112733,433414,209184,224230,93.3,112733,49017,63716,76.9,541926,525788,16138,525788,460639,56185,1020,0,0,0,0,4348,614,618,1150,158,368,231,1209,53,N,N,N,N,3543,16138,9680,1570,838,396,541926,475016,67870,4428,5957,1683,4820,541926,18862,5002,11475,0,2385,523064,449689,55032,696,4160,44,930,12513,80,310M300US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",2017,49660
173679,89017,84662,105.1,12452,12935,13579,11104,10084,27031,21681,20012,11647,10024,13368,7548,2214,34.9,46105,132464,127574,121614,27511,23130,127574,64169,63405,101.2,23130,10805,12325,87.7,173679,163051,10628,163051,125271,5866,2695,0,0,0,0,20889,14889,1162,1152,323,151,95,3117,1201,N,N,N,N,7129,10628,1262,3310,2310,65,173679,134351,8160,7156,24368,1729,9316,173679,51807,47431,945,357,3074,121872,86394,5251,2089,20589,704,586,6259,186,310M300US49700,"Yuba City, CA Metro Area",2017,49700
207534,106351,101183,105.1,14772,13449,15703,15186,17152,28471,22505,22119,9788,10639,19166,14712,3872,34.7,52497,160609,155037,145301,43972,37750,155037,79803,75234,106.1,37750,18239,19511,93.5,207534,201727,5807,201727,168078,4767,3939,0,0,0,0,2718,216,60,566,188,329,0,1359,125,N,N,N,N,22100,5807,981,503,688,402,207534,172344,6347,5386,4299,1341,24394,207534,132705,130050,647,0,2008,74829,63868,3660,2353,2593,76,0,2279,0,310M300US49740,"Yuma, AZ Metro Area",2017,49740
